timestamps,csi_len,channel,err_info,noise_floor,rate,bandWidth,num_tones,nr,nc,rssi,rssi1,rssi2,rssi3,payload_length,block_length,subcarriers,ant1_amplitude,ant2_amplitude,ant1_phase,ant2_phase
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,1,164.575210770031,76.4787552199956,-0.177136115176702,0.475342982166495
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,2,169.779268463496,140.75865870347,-2.26025561733906,-2.33107414729599
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,3,169.446156639801,76.4852927038918,-0.202025156403592,0.446105548943404
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,4,174.315805364861,145,-2.29124532122432,-2.38057989936506
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,5,181.60396471443,81.2711510931154,-0.199555383705287,0.325641585343287
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,6,178.241409330155,149.936653290648,-2.37999951637741,-2.45539387946127
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,7,188.862383761299,85.0705589496155,-0.202587621190224,0.310598600371028
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,8,183.174779923438,156.02884348735,-2.37549711181103,-2.4788631456968
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,9,183.357574154983,78.7718223732319,-0.242333166653015,0.349855601857098
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,10,183.251193720532,157.613451202618,-2.3214594317523,-2.44604202988697
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,11,192.338243727034,82.2800097228968,-0.236151654053916,0.283307964375454
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,12,184.55622449541,163.600122249343,-2.36002588906893,-2.49931403807504
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,13,195.920902407068,82.8613299434664,-0.200398553825879,0.306484564849862
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,14,185.913958593754,165.239220525879,-2.27242154644858,-2.47630322575926
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,15,198.282626571266,83.168503653727,-0.151882457379951,0.317948291351291
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,16,194.558474500598,166.715326230074,-2.32347889440965,-2.53528926478899
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,17,197.716969428524,82.2192191643779,-0.131883083198373,0.321750554396642
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,18,197.648678214654,171.604195752901,-2.29533783023119,-2.50508443780184
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,19,196.91876497683,78.4346862045103,-0.096636827520943,0.337878188240278
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,20,190.262975904404,167.430582630534,-2.26688049719912,-2.47897798262785
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,21,202.632672587616,80.9567785920364,-0.0790428941785926,0.313938213336541
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,22,195.389354878919,171.207476472262,-2.25832633989671,-2.48874602248902
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,23,194.743420941504,72.2357252334328,-0.0874055983634327,0.383077065537008
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,24,191.384429878713,168.014880293384,-2.17039261376391,-2.42780180504361
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,25,210.342577715497,83.4865258589672,-0.0570807824062646,0.329326167047838
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,26,194.486503387767,171.478861671053,-2.18447089257981,-2.46776245792682
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,27,209.02152999153,80.6225774829855,-0.0143530812738207,0.408149103755089
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,28,198.587512195505,174.91712323269,-2.15181580362975,-2.46149461975639
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,29,211.059233391956,79.6241169495775,-0.0236922484704246,0.441179480414981
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,30,194.743420941504,171.944758570885,-2.08038859160382,-2.39321460606627
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,31,208.117755129158,78.7718223732319,0.0336411495410722,0.503399384396654
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,32,199.459269025032,173.954016912516,-2.03892821067052,-2.36432439237229
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,33,204.626488998859,76.8505042273634,0.078271140521278,0.562737222761083
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,34,202.474689776278,174.040225235432,-1.9769851292139,-2.32368562191032
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,35,214.462117867002,78.5493475466219,0.116836339234458,0.549152902679011
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,36,209.46837470129,179.134028034877,-1.99386792815296,-2.30485624121644
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,37,213.265093252506,78.5493475466219,0.145875813449603,0.549152902679011
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,38,202.408003794316,173.876392877239,-1.950385272972,-2.27068919651414
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,39,207.299300529452,77.4209274033836,0.204017979592549,0.620249485982821
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,40,198.949742397421,171.011695506477,-1.87188209666118,-2.20260206242249
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,41,210.646623519106,76.0591874792257,0.210430203346474,0.682954309890324
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,42,197.691679136983,170.017646142981,-1.83172455756622,-2.16369285538237
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,43,210.85065804972,77.1556867638413,0.273739430030089,0.739558737516331
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,44,200.412075484488,172.539850469392,-1.726101187643,-2.09928796334891
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,45,211.966978560341,80.8084154033477,0.351592439063752,0.855458746035904
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,46,195.829007044411,170.390727447241,-1.6628431756583,-2.03969323141223
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,47,203.708124531154,77.4661216274573,0.382329529148898,0.885975080852296
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,48,208.038457983133,173.219513912261,-1.5900247258946,-1.99312379864639
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,49,209.334660293034,80,0.444419209901099,0.927295218001612
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,50,204.296353369315,174.132133737573,-1.62466572677533,-1.99076992572693
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,51,204.071066052981,80.2620707432845,0.500911053607058,1.03465030478266
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,52,199.251097863977,171.128606609182,-1.52058730451179,-1.91657183259849
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,53,208.031247652847,80.2620707432845,0.534648748171539,1.03465030478266
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,54,203.710579008553,174.562309792234,-1.48724743084424,-1.88530063121164
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,55,217.506321747208,86.5332306111357,0.612232554586414,0.982793723247329
27364032,560,2437,0,0,141,0,56,2,2,58,53,57,128,1600,2184,56,199.699774661866,172.800462962343,-1.44023023199527,-1.85227562532294
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,1,149.893295380414,113.216606555752,2.81562271495015,-2.80866937975441
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,2,144.461067419565,204.611827615121,0.672578783430711,0.632748835002183
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,3,154.983870128475,116.661904664719,2.79943676850661,-2.89037706509773
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,4,150.243136282494,213.843400646361,0.667464563367396,0.595784547623059
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,5,149.939987995198,122.723265927859,2.7945310500503,-2.89463770845087
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,6,157.610278852618,227.264163475019,0.654921932005199,0.55626723001911
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,7,158.496056733283,124.535135604375,2.72593077836361,-2.9394727194403
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,8,163.110392066232,236.180016089423,0.606707904646796,0.484477929037023
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,9,169.499262535269,125.195846576474,2.67002964262025,-3.08565108235623
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,10,159.511755052723,230.846269192292,0.525366873815316,0.395790786144502
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,11,171.767284428671,126.063476074555,2.65711472455277,-3.10985728006134
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,12,167.260276216441,246.028453639005,0.458300066391655,0.326891897269902
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,13,175.353927814577,128.015624046442,2.65498989375324,3.12596892496932
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,14,168.237926758505,242.866218317822,0.495551673485829,0.326958840635714
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,15,171.046777227751,125.143917151414,2.62824777955702,3.09362946671272
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,16,169.446156639801,257.093368253637,0.532322511232846,0.320520542716826
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,17,178.016853134752,129.653384066904,2.60502669879149,3.04115654154094
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,18,173.184872318572,258.924699478439,0.499807551140596,0.277769155076099
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,19,173.404152199421,127.47548783982,2.61600886003818,3.05519410423135
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,20,171.540082779507,253.568531170569,0.518423048573547,0.275591106582088
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,21,176.502124633105,125.195846576474,2.61963558399211,3.08565108235623
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,22,174.063206910593,256.846257516048,0.497054199332324,0.247811516738702
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,23,180.966847792627,117.273185340895,2.62107573828277,3.07332284653297
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,24,166.090336865213,250.569351677335,0.509437681412414,0.229491034191005
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,25,173.216627377397,115.212846505934,2.59523262914081,3.080798097715
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,26,179.980554505202,265.339405290658,0.510876144274683,0.251377113284715
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,27,181.107702762748,115.524889093217,2.6087487659704,3.04623060668738
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,28,178.532910131438,262.053429666547,0.496217541012934,0.215357699697738
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,29,192.262840923565,120.50311199301,2.61276942207612,3.05018145172951
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,30,177.564072942699,258.768236072359,0.448535409414174,0.170866531238152
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,31,188.533816595326,114.280357017293,2.62573600116282,3.07153207095134
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,32,173.968387932981,258.435678651381,0.458506266127547,0.163240282784837
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,33,189.855207987561,111.879399354841,2.59304325113927,3.01612901204713
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,34,171.767284428671,254.656631564937,0.484477929037023,0.169667691197585
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,35,184.295957633368,124.004032192506,2.65610385807879,3.13352831228303
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,36,184.024454896625,269.981480846372,0.548807001620513,0.227909341767306
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,37,183.002732220041,120.037494142455,2.64617090085158,3.11659785997087
27368347,560,2437,0,0,141,0,56,2,2,58,53,56,128,1600,2184,38,182.002747232013,259.788375413528,0.562093768213439,0.229106980135074
