timestamps,csi_len,channel,err_info,noise_floor,rate,bandWidth,num_tones,nr,nc,rssi,rssi1,rssi2,rssi3,payload_length,block_length,subcarriers,ant1_amplitude,ant2_amplitude,ant1_phase,ant2_phase,with_receiver,coord1,coord2
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,1,167.919623629878,84.1724420460759,2.29298765829488,-0.167101799931106,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,2,170.038230995268,154.935470438502,0.18932191751535,-3.03164819067011,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,3,175.547714311523,89.4986033410578,2.25532343347103,-0.23684876094692,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,4,174.427635425124,162.373027316731,0.167033689319578,-3.0737954859264,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,5,170.423003142181,88.8425573697651,2.19786698938392,-0.204017979592549,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,6,181.496556441162,171.236678313964,0.16605447426835,-3.08900959197885,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,7,172.235304162648,89.0224690738243,2.1620195311237,-0.261325980622502,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,8,177.132718603876,171.026313764871,0.113150981590485,3.12405059353239,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,9,195.420060382756,102.693719379522,2.19996883591643,-0.389547722060032,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,10,188.215302247187,179.902751507585,0.0478358199761776,3.0413709038099,0,3,5
1683340647,560,2437,0,0,143,0,56,2,2,58,52,56,128,1600,2184,11,193.912351334308,102.04410811017,2.18025486473982,-0.424194407903767,0,3,5
