timestamps,csi_len,channel,err_info,noise_floor,rate,bandWidth,num_tones,nr,nc,rssi,rssi1,rssi2,rssi3,payload_length,block_length,subcarriers,ant1_amplitude,ant2_amplitude,ant1_phase,ant2_phase,with_receiver,coord1,coord2
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,1,155.080624192708,77.6208734813001,-0.959542100436866,2.88099026184245,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,2,148.862352527427,139.12943613772,-3.03390278275697,0.0431386880960239,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,3,159.260792412948,82.8613299434664,-0.95492637485537,2.83510808873993,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,4,155.929471236197,145.013792447477,-3.03235186206355,0.0137922288368335,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,5,152.266214243344,81.4923309275173,-0.986436694381208,2.8936378087741,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,6,159.138304628395,151.003311221973,-3.02191416431235,0.00662241974266783,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,7,153.495928284759,81.2711510931154,-1.02255575694727,2.81595106824651,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,8,159.380048939634,152.328592194637,-3.07252032142571,-0.0656948015524647,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,9,173.908021666627,90.37698822156,-1.04023843976545,2.7076392841959,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,10,167.011975618517,158.533908044935,-3.12961717819411,-0.139220879012656,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,11,168.813506568639,86.7698104181403,-1.05679344419908,2.6624823595294,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,12,170.144056610861,161.207940251093,3.10043943094835,-0.19982864507299,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,13,170.672200431119,86.3539228987311,-1.04946998344474,2.64686697110554,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,14,169.106475334329,162.388423232692,3.10610460042612,-0.204641809829778,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,15,166.481230173254,85.0881895447306,-1.06953206192331,2.62536198297805,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,16,170.144056610861,167.705098312484,-3.10043943094835,-0.179853499792478,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,17,170.176379089461,86.8331733843696,-1.05456565618315,2.63673128193067,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,18,171.07308379754,166.508258053467,-3.11236121621757,-0.205640367136851,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,19,166.090336865213,83.86298349093,-1.06135864538248,2.60321814024356,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,20,174.287119432275,167.487312952355,-3.08418453895299,-0.204421205377147,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,21,165.496223521868,81.0061726043145,-1.03141309558343,2.63929027549184,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,22,173.072239252862,164.760432143157,-3.11269896275972,-0.214060683563821,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,23,181.471760888575,87.1320836431679,-1.01336523521896,2.58542642346934,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,24,176.181724364362,170.628250884782,-3.09616937416822,-0.206590702988168,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,25,172.887246493199,82.365041127896,-1.01648883059335,2.63449414919746,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,26,182.463695019037,173.565549577098,-3.0702851888045,-0.203045217253465,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,27,175.965905788593,80.2620707432845,-1.02063054644172,2.60544663157756,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,28,177.721692542019,172.791782212002,-3.05144219069546,-0.209880722661075,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,29,183.330303005259,81.6333265278342,-0.987332269997049,2.60117315331921,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,30,179.337670331696,170.017646142981,-3.08021732147598,-0.243552130570989,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,31,185.564005130305,83.0060238777885,-0.969341619934623,2.59704094543376,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,32,177.341478509682,170.293863659264,-3.07952558469787,-0.225038286492605,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,33,177.045191970864,80.1311425102625,-0.949890242088311,2.63328202857897,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,34,172.052317624611,164.754362612952,-3.0309354324159,-0.183110817262484,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,35,178.044938147649,79.8498591107085,-0.904827089415787,2.75643514722632,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,36,189.081992796776,177.22584461641,-2.96079308028582,-0.158655262186401,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,37,166.481230173254,75.9605160593318,-0.896055384571344,2.77819952009456,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,38,173.565549577098,166.736318779083,-2.93854743633633,-0.144441578374644,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,39,169.248338248858,79.0569415042095,-0.839737920610217,2.81984209919315,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,40,186.29009635512,173.349358233597,-2.88099026184245,-0.0634983345856035,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,41,178.910592196214,83.2165848854662,-0.797255315202323,2.78563491542181,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,42,180.499307477896,169.070991006737,-2.87242516080409,-0.112616722258386,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,43,180.380154119016,82.8613299434664,-0.757954075176006,2.83510808873993,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,44,184.100516023177,174.152232256724,-2.88343952216527,-0.115095999884638,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,45,174.229733398177,79.8122797569397,-0.728548916064611,2.87534060443887,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,46,180.579622327659,170.355510624106,-2.83210067950834,-0.0646158038979832,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,47,173.112680067059,78.8479549512858,-0.703613782779452,2.87200357566887,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,48,182.148291235466,170.238068598067,-2.82331430746139,-0.0528917988657201,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,49,177.459854615065,84.8999411071645,-0.697624271070228,2.87947281232432,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,50,185.647515469505,175.345373477603,-2.70203676801391,0.0627745552673252,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,51,185.800968781113,88.6002257333467,-0.640271841224045,2.85554121187247,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,52,178.443268295557,171.493440107778,-2.67042638927668,0.0758774371254871,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,53,185.002702682961,87.8635305459552,-0.577508236195185,2.93526875956008,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,54,182.12358441454,171.944758570885,-2.64356056743628,0.104876938730234,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,55,168.908259123111,83.86298349093,-0.583076535019145,2.99800925994332,0,5,1
1562362852,560,2437,0,0,143,0,56,2,2,58,53,57,128,1600,2184,56,183.504768330417,173.118456555042,-2.59743485297641,0.156601876982015,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,1,172.733899394415,97.6729235765982,-2.45871445878533,1.3854483767992,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,2,175.094260328544,178.717654416121,1.72561673297741,-1.48114961047341,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,3,175.410946066658,103.368273662667,-2.44904415491489,1.35632462804666,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,4,174.1551032844,183.983694929741,1.76143523270899,-1.46734186221192,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,5,175.071414000116,99.4635611668917,-2.46952788695775,1.39903617546669,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,6,174.14074767268,187.181729877678,1.81438223316214,-1.45836919596471,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,7,175.801023887803,101.414989030222,-2.50150450082805,1.35212738092095,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,8,178.664490036493,191.588099839212,1.77368030573954,-1.49242315586891,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,9,185.310550158376,109.444049632678,-2.37909125141373,1.35906483156561,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,10,190.905735901256,205.548047910945,1.79798779359579,-1.49775576149178,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,11,186.131673822593,110.353975913875,-2.3979952220652,1.32361986500893,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,12,191.023558756505,207.086938265068,1.77640525431155,-1.54181893294334,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,13,186.034942954274,109.836241741968,-2.32958480294542,1.38768550953241,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,14,195.880065346119,212.762778699659,1.85540726245011,-1.48609381592524,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,15,184.664560758149,107.517440445725,-2.32172538919284,1.40258955493781,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,16,184.458667456967,206.050964569448,1.9251254019078,-1.42958561388118,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,17,185.698680663057,105.223571503727,-2.28759998673807,1.41814699839963,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,18,192.20041623264,209.30838492521,1.94357338923427,-1.42214261825495,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,19,184.447824600888,103.585713300628,-2.23707007086374,1.46440347209599,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,20,192.005208262693,210.641876178504,1.99483761879112,-1.38457348638376,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,21,185.421142268081,98.508882848198,-2.19919610252532,1.46910747503182,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,22,196.786686541544,212.983567441247,2.02308078853141,-1.37708399154151,0,5,1
1562363044,560,2437,0,0,143,0,56,2,2,57,52,56,128,1600,2184,23,195.862196454548,106.470653233649,-2.1007083328737,1.47673509216691,0,5,1
