timestamps,csi_len,channel,err_info,noise_floor,rate,bandWidth,num_tones,nr,nc,rssi,rssi1,rssi2,rssi3,payload_length,block_length,subcarriers,ant1_amplitude,ant2_amplitude,ant1_phase,ant2_phase,with_receiver,coord1,coord2
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,1,151.16216457831,98.4936546179499,-1.90091488670383,-1.3036538059292,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,2,149.402141885583,176.139149538085,2.30410894097817,2.17454566019233,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,3,156.016024817965,102.610915598683,-1.9310673710334,-1.34472793880101,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,4,149.936653290648,180.471604414656,2.25699510092342,2.08650602845143,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,5,170.698564727417,105.574618161753,-1.97414965275529,-1.46641517384457,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,6,153.652204670158,183.480244168139,2.15699387815126,1.99787487988216,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,7,172.307864010903,108.16653826392,-1.99550259269866,-1.51529782154918,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,8,159.665274872152,189.409609048749,2.11014171362249,1.94934192210639,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,9,159.665274872152,97.2522493313137,-2.11014171362249,-1.49875626140807,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,10,164.63899902514,200.743617582228,2.11329915738474,1.94297727184382,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,11,168.964493311465,101.044544632553,-2.13253239471142,-1.60049056640181,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,12,168.157664113177,206.8912757948,2.02646538169356,1.86503089190608,0,5,6
285869145,560,2437,0,0,141,0,56,2,2,57,52,56,128,1600,2184,13,173.677862722916,99.503768772846,-2.18435247230681,-1.67146497895273,0,5,6
